vdiffx,vdiffy,cx_ud_px,cy_ud_px,x_mm,y_mm,theta_x_deg,theta_y_deg
-170.0,0.0,249.25550643859313,255.83840092254468,0.08071843534708023,0.1238410696387291,0.02312412711589939,0.035477848569175394
-169.0,0.0,233.69033551382148,255.7156045579236,0.07190320640802383,0.12376684695482254,0.020598750415713903,0.035456585344663255
-168.0,0.0,234.24036802760207,255.73668252391656,0.07221313565969467,0.12377899885177612,0.02068753859453027,0.03546006660537255
-167.0,0.0,234.52621480060157,255.67349478815538,0.07237409055233002,0.12374302744865417,0.020733648768705485,0.03544976156140829
-166.0,0.0,234.96611034553158,255.7609860664523,0.07262223213911057,0.12379305064678192,0.020804736087585658,0.03546409214657254
-165.0,0.0,235.37399580412423,255.70628869672007,0.07285210490226746,0.12376193702220917,0.020870589774644854,0.035455178753119695
-164.0,0.0,235.55284168505096,255.52227124697973,0.07295259088277817,0.1236569732427597,0.020899376883737435,0.035425108856803486
-163.0,0.0,236.10615982809782,255.63107541184897,0.0732649490237236,0.12371918559074402,0.020988860887643988,0.03544293137485243
-162.0,0.0,236.32857578220236,255.8193315725315,0.07339084148406982,0.12382670491933823,0.021024926416047675,0.0354737333817781
-161.0,0.0,236.7395510422234,255.6667557455906,0.07362247258424759,0.12373970448970795,0.02109128382930485,0.03544880960415713
-160.0,0.0,237.25002648585655,255.67676660663204,0.07391069084405899,0.12374553829431534,0.02117385226740141,0.0354504808654299
-159.0,0.0,237.52944193680756,255.57463069347557,0.07406827807426453,0.1236872747540474,0.021218997677202422,0.03543378959703249
-158.0,0.0,238.01265691997727,255.67200495944618,0.07434142380952835,0.12374300509691238,0.0212972481555436,0.0354497551581084
-157.0,0.0,238.25321176958144,255.7147741400746,0.0744774267077446,0.12376748025417328,0.021336210110497217,0.035456766771493606
-156.0,0.0,238.54640318596563,255.65342541714978,0.07464298605918884,0.12373251467943192,0.02138363936438886,0.03544674987602395
-155.0,0.0,239.059133431807,255.7176760216642,0.07493295520544052,0.12376934289932251,0.02146670939411924,0.03545730037981816
-154.0,0.0,239.39431624969637,255.73626427009958,0.07512252032756805,0.12378004938364029,0.0215210157936807,0.035460367560467575
-153.0,0.0,239.9572975233493,255.7285906788718,0.07544093579053879,0.12377580255270004,0.02161223509155605,0.03545915093348767
-152.0,0.0,240.33923358509801,255.61197349520413,0.07565679401159286,0.12370923161506653,0.021674073907930216,0.03544007977196506
-151.0,0.0,240.75936424377403,255.5832152257542,0.07589450478553772,0.12369289249181747,0.021742173018613812,0.03543539895974012
-150.0,0.0,241.142850081558,255.56324452572784,0.0761115625500679,0.12368155270814896,0.02180435547872456,0.035432150352258614
-149.0,0.0,241.59435298715255,255.74876654779933,0.07636763900518417,0.12378773838281631,0.021877715968618566,0.03546257029563112
-148.0,0.0,241.86726761100778,255.76944722659417,0.07652226090431213,0.1237996369600296,0.021922011873348766,0.035465978985607834
-147.0,0.0,242.36852660664943,255.79663962920046,0.07680632174015045,0.12381532788276672,0.022003389296484006,0.03547047410213279
-146.0,0.0,242.77247528411715,255.80518340571007,0.07703527808189392,0.12382031232118607,0.02206898044715502,0.03547190203800886
-145.0,0.0,243.50634243907575,255.56087162482237,0.07745084166526794,0.12368069589138031,0.022188030626630505,0.03543190489242918
-144.0,0.0,243.8339962874569,255.5100503845134,0.07763656973838806,0.12365169078111649,0.0222412377922665,0.03542359554359398
-143.0,0.0,244.43577201190982,255.5513611229264,0.07797808200120926,0.12367545813322067,0.022339073834017124,0.0354304043858197
-142.0,0.0,244.677977344627,255.6723135013777,0.0781158059835434,0.12374475598335266,0.02237852884263619,0.03545025674993355
-141.0,0.0,245.22831625952193,255.51111111111112,0.07842787355184555,0.12365257740020752,0.022467929601876494,0.035423849541156655
-140.0,0.0,245.46632045981647,255.46253907431682,0.07856292277574539,0.12362481653690338,0.022506618348696838,0.03541589664268112
-139.0,0.0,245.9401012780323,255.5795997106342,0.07883226871490479,0.12369195371866226,0.022583780264463733,0.03543513002114442
-138.0,0.0,246.57822440717177,255.60584152689415,0.07919491827487946,0.123707115650177,0.022687671694392595,0.035439473592908145
-137.0,0.0,246.76185602183554,255.62109470195446,0.07929932326078415,0.12371589988470078,0.02271758151495898,0.035441990089767623
-136.0,0.0,247.30670450844462,255.83562089982786,0.07960954308509827,0.12383894622325897,0.022806452934205256,0.035477240255685674
-135.0,0.0,247.66967284774307,255.67823126121567,0.07981561869382858,0.12374885380268097,0.022865489238031375,0.03545143068824773
-134.0,0.0,248.29299363057325,255.70362567368937,0.08017027378082275,0.1237635612487793,0.022967090420116083,0.035455644059578725
-133.0,0.0,248.88581506676746,255.64152179390274,0.08050752431154251,0.12372809648513794,0.02306370556477033,0.0354454841570778
-132.0,0.0,249.17511292003772,255.56440164788802,0.08067204058170319,0.12368394434452057,0.02311083599682507,0.0354328355053477
-131.0,0.0,249.80651293081888,255.40238107148218,0.08103125542402267,0.12359115481376648,0.02321374345202424,0.03540625327303022
-130.0,0.0,250.18967385949355,255.68307222386443,0.0812501609325409,0.12375222891569138,0.023276455250453458,0.03545239758653193
-129.0,0.0,250.68430457659088,255.57768291472252,0.08153180032968521,0.12369188666343689,0.023357138981096117,0.03543511081124473
-128.0,0.0,251.25194041363352,255.54697970399653,0.08185531198978424,0.12367440015077591,0.023449818229367668,0.03543010129629118
-127.0,0.0,251.60245158126992,255.6205442510419,0.08205536007881165,0.12371668964624405,0.023507127775749058,0.035442216339697304
-126.0,0.0,252.30229696472517,255.57670221493026,0.08245448768138885,0.12369168549776077,0.023621469391982747,0.035435053181545655
-125.0,0.0,252.63777329818578,255.59327027446116,0.0826459750533104,0.12370126694440842,0.023676326473842876,0.03543779806276838
-124.0,0.0,253.21275750806652,255.55939439066765,0.08297412097454071,0.12368194013834,0.02377033333948119,0.03543226134279018
-123.0,0.0,253.60517362153507,255.5932652857,0.08319828659296036,0.12370147556066513,0.02383455204763506,0.03543785782690075
-122.0,0.0,254.05418066531018,255.4976576917617,0.08345454186201096,0.12364666163921356,0.023907963761865023,0.03542215480111662
-121.0,0.0,254.69719550878605,255.3927294698152,0.08382172137498856,0.12358652055263519,0.02401315292555558,0.035404925655517255
-120.0,0.0,255.0929109031733,255.36981285598048,0.08404787629842758,0.1235734224319458,0.024077941527290397,0.03540117332177462
-119.0,0.0,255.81182028443482,255.3621376900743,0.08445895463228226,0.12356913834810257,0.02419570677428675,0.03539994602262666
-118.0,0.0,256.30609141879694,255.4494440748836,0.08474193513393402,0.12361941486597061,0.024276774701926886,0.035414349178538515
-117.0,0.0,256.89718198837323,255.31559759582225,0.08507990837097168,0.12354257702827454,0.024373596884828153,0.03539233676790852
-116.0,0.0,257.268253968254,255.43578643578644,0.08529262244701385,0.12361174821853638,0.02443453496777412,0.035412152846672575
-115.0,0.0,257.71717027746104,255.482706195363,0.08554980903863907,0.123638816177845,0.0245082134855711,0.03541990724285186
-114.0,0.0,258.1190342240975,255.50862634786685,0.0857800841331482,0.12365379929542542,0.02457418242868004,0.035424199588217804
-113.0,0.0,258.82602933784216,255.51510304802815,0.08618523180484772,0.12365768104791641,0.024690248665567682,0.03542531162796695
-112.0,0.0,259.1741331766195,255.5701369739162,0.08638492226600647,0.12368940562009811,0.024747455758086928,0.035434400044956085
-111.0,0.0,259.91624435639915,255.56993458030038,0.08681049942970276,0.12368945777416229,0.024869374611914376,0.03543441498598918
-110.0,0.0,260.26961761507795,255.5758880028996,0.08701325953006744,0.12369295954704285,0.02492746109096794,0.03543541816963982
-109.0,0.0,260.8318120805369,255.54903803131992,0.08733583241701126,0.12367763370275497,0.0250198713984475,0.035431027640343137
