vdiffx,vdiffy,cx_raw,cy_raw
150.0,0.0,1216.6104963931398,347.6445435689545
149.0,0.0,1214.8534717469568,347.6555213326944
148.0,0.0,1212.320031760045,347.70309447796905
147.0,0.0,1209.740260137198,347.69917101422607
146.0,0.0,1207.1327495856199,347.70095753733136
145.0,0.0,1204.452286034904,347.7946050108162
144.0,0.0,1201.8731410286466,347.775416627689
143.0,0.0,1199.1593156327065,347.809726869032
142.0,0.0,1196.4640486178057,347.72014883700217
141.0,0.0,1193.8165859611438,347.72647580649965
140.0,0.0,1191.0135911685031,347.822974250758
139.0,0.0,1188.3200414526946,347.9367240665604
138.0,0.0,1185.5254473049151,347.9188706332661
137.0,0.0,1182.7245164342385,347.92737202000905
136.0,0.0,1179.8939338347282,347.89090186186877
135.0,0.0,1177.062380045146,347.9042523602245
134.0,0.0,1174.125648455551,347.93792593440986
133.0,0.0,1171.2749184806403,347.95185756273594
132.0,0.0,1168.3889957290369,347.96607159616116
131.0,0.0,1165.4677062110577,348.0410460296361
130.0,0.0,1162.5611598596302,348.0223930154525
129.0,0.0,1159.645690978409,347.99864365120396
128.0,0.0,1156.6756537081944,348.04997807722924
127.0,0.0,1153.7399359509266,348.08099335671926
126.0,0.0,1150.6953706723507,348.16003271088806
125.0,0.0,1147.6394133233136,348.1609855115673
124.0,0.0,1144.605980207932,348.1729839308626
123.0,0.0,1141.5849287725293,348.13452290356986
122.0,0.0,1138.5142531337171,348.2099272537178
121.0,0.0,1135.4589641772486,348.2066564600241
120.0,0.0,1132.2612726550797,348.20868390442257
119.0,0.0,1129.064695334129,348.2118195030402
118.0,0.0,1125.9707289901564,348.2790173379421
117.0,0.0,1122.7747650001177,348.3002143356816
116.0,0.0,1119.6316030072378,348.2945290463226
115.0,0.0,1116.442094347333,348.304187437056
114.0,0.0,1113.1926274731406,348.358510473204
113.0,0.0,1109.9569680455672,348.3416024841811
112.0,0.0,1106.7167077683455,348.4227425242861
111.0,0.0,1103.4808969548894,348.4099745927301
110.0,0.0,1100.199669513717,348.45103716990326
109.0,0.0,1096.910536854579,348.4615985550661
108.0,0.0,1093.5441406948205,348.5041766400396
107.0,0.0,1090.236165398489,348.5248518494728
106.0,0.0,1086.8534404773777,348.58821121305164
105.0,0.0,1083.5349034031117,348.59999213365614
104.0,0.0,1080.1696453012264,348.59988738034093
103.0,0.0,1076.7302870068222,348.61775166050074
102.0,0.0,1073.3160541074888,348.6214952434066
101.0,0.0,1069.8768624274855,348.6652763937873
100.0,0.0,1066.3821054058735,348.65160986280375
99.0,0.0,1062.9431460779513,348.6882011632868
98.0,0.0,1059.4268284317902,348.73634731052226
97.0,0.0,1055.9597018447782,348.73068781651347
96.0,0.0,1052.4130027635915,348.76453431398704
95.0,0.0,1048.8377212849907,348.7300925887586
94.0,0.0,1045.2546879330462,348.80611733328163
93.0,0.0,1041.629950578714,348.78104965554985
92.0,0.0,1038.0160309011144,348.821484763431
91.0,0.0,1034.379501889731,348.8667726838544
90.0,0.0,1030.7125885454536,348.8718075513943
89.0,0.0,1027.0846017253407,348.93436703500333
88.0,0.0,1023.4027996844757,348.93817749935397
87.0,0.0,1019.6533501257973,348.96795186878853
86.0,0.0,1015.8812159064595,349.02350603224914
85.0,0.0,1012.1443867608447,349.0303812688956
84.0,0.0,1008.3608922161617,349.08818234635714
83.0,0.0,1004.5982479202745,349.16889436418484
82.0,0.0,1000.6841971737439,349.093155413625
81.0,0.0,996.8674783872443,349.1544359727036
80.0,0.0,993.0068705374729,349.19701627236765
79.0,0.0,989.0776083361925,349.203176748559
78.0,0.0,985.1911702144666,349.23362692012415
77.0,0.0,981.2026213993346,349.24666000457063
76.0,0.0,977.2893702247975,349.36800706356826
75.0,0.0,973.2239797650385,349.3405065626677
74.0,0.0,969.2591411568886,349.3336112825468
73.0,0.0,965.1502537839771,349.3506784821871
72.0,0.0,961.0479548414061,349.32331786425885
