vdiffx,vdiffy,cx_raw,cy_raw
0.0,170.0,821.6951424746604,81.8147073518996
0.0,169.0,209.73272347147864,102.89732937859033
0.0,168.0,131.18320168954844,226.5807466309811
0.0,167.0,637.0129971494503,274.58237905163975
0.0,166.0,55.861166546913495,351.8366581492406
0.0,165.0,51.89936557817115,115.70604310416627
0.0,164.0,835.5561513472361,290.54274343900994
0.0,163.0,1213.9485119458893,57.134932904205534
0.0,162.0,155.56084438515987,67.97010698322957
0.0,161.0,173.55994981877598,234.51095878007013
0.0,160.0,62.14825983677117,425.6029551175182
0.0,159.0,50.80920676931826,278.0319186688857
0.0,158.0,73.37330731625003,238.176808226779
0.0,157.0,709.991492049369,291.4088456558812
0.0,156.0,357.1885648123078,161.37164053254315
0.0,155.0,61.27440723294899,169.74255587800656
0.0,154.0,415.12636924688576,249.65316492450643
0.0,153.0,66.66334493656466,221.06383835868792
0.0,152.0,254.7600149045575,79.82247093719887
0.0,151.0,158.2446242508158,211.20029885684343
0.0,150.0,64.80270622839258,170.30616019126128
0.0,149.0,435.6072777552278,68.61435055176179
0.0,148.0,258.38875721425643,174.8546293620295
0.0,147.0,449.09968107910885,60.34299639688947
0.0,146.0,426.4337619886267,342.28893334321924
0.0,145.0,450.802671776081,346.0915901885023
0.0,144.0,470.3471528081598,112.25254937620277
0.0,143.0,609.6262241034373,360.480586513841
0.0,142.0,68.2229877434575,92.69378453355908
0.0,141.0,63.242314907470416,176.296102950006
0.0,140.0,79.86581451454249,252.84986028277368
0.0,139.0,64.74432559263589,99.92180597036459
0.0,138.0,407.5040130385487,127.79849871160586
0.0,137.0,586.2509686785048,19.7058613000642
0.0,136.0,589.0066853315798,15.53114993230603
0.0,135.0,589.8128105716575,11.777883227235597
0.0,134.0,588.3255141198827,10.666911423520636
0.0,133.0,587.441451662718,9.869541316951969
0.0,132.0,590.5079914222796,10.03242749088914
0.0,131.0,593.7940985775314,9.734456677766323
0.0,130.0,598.518076594872,9.604827637030139
0.0,129.0,606.1833401265376,9.387395778043137
0.0,128.0,612.4974429936859,9.015672407220324
0.0,127.0,616.2589646167347,8.401135108582169
0.0,126.0,619.5346432296179,8.18025392571415
0.0,125.0,621.8774583033652,8.077598734905697
0.0,124.0,623.8258130465684,8.129080397874018
0.0,123.0,625.8457531819431,7.971392653736093
0.0,122.0,627.5340995934315,7.752196349496589
0.0,121.0,628.8072457951306,7.943023032555124
0.0,120.0,629.7995163434902,8.504566807725416
0.0,119.0,630.4875077710523,9.325709949235701
0.0,118.0,631.0355321257621,10.470724579399606
0.0,117.0,631.5058524934531,11.938198739255101
0.0,116.0,631.8968354583175,13.546604733688058
0.0,115.0,632.1896802774972,15.213819915993883
0.0,114.0,632.4525110496653,17.039004753592575
0.0,113.0,632.6349200895005,18.93458605624882
0.0,112.0,632.800684048198,20.961191332469262
0.0,111.0,632.7548663379775,23.015586970640936
0.0,110.0,632.5342237393829,25.109613925707816
0.0,109.0,632.2001616169283,27.264346584373616
0.0,108.0,631.8689191727804,29.43890516522662
0.0,107.0,631.6401905721613,31.61835769212578
0.0,106.0,631.5728435638367,33.90196661913139
0.0,105.0,631.5619853995336,36.224761679186145
0.0,104.0,631.644938998259,38.613516931263135
0.0,103.0,631.8063582639383,41.03392266384254
0.0,102.0,631.8771587820413,43.519596089553296
0.0,101.0,632.0624323575425,46.02689794670952
0.0,100.0,632.1317690212301,48.55860809872724
0.0,99.0,632.2330947872083,51.05331431499993
0.0,98.0,632.3363821847558,53.577277288877816
0.0,97.0,632.4690944626428,56.12955391117821
0.0,96.0,632.6739985049356,58.70440042596494
0.0,95.0,632.6923092005326,61.35928993806098
0.0,94.0,632.8698658631622,63.91782758575881
0.0,93.0,632.9672278018944,66.51735537538498
0.0,92.0,633.0505650669567,69.14485124251469
0.0,91.0,633.1598231261174,71.78338350991442
0.0,90.0,633.2512973526487,74.42608903170999
0.0,89.0,633.3853667365638,77.10871002808923
0.0,88.0,633.4807271162832,79.82603899619896
0.0,87.0,633.587311951546,82.5448104102888
0.0,86.0,633.6952517538492,85.169129921422
0.0,85.0,633.8377562338061,87.95601804450911
0.0,84.0,633.9485970802607,90.80463475102948
0.0,83.0,634.0468577266265,93.55541787674186
0.0,82.0,634.107208043869,96.37483321752939
0.0,81.0,634.177120419025,99.17315389274258
0.0,80.0,634.314761444903,102.00137864950845
0.0,79.0,634.4406152371897,104.87557069007487
0.0,78.0,634.4851590193022,107.72591133433218
0.0,77.0,634.6754206632754,110.65764713285228
0.0,76.0,634.7328766233558,113.58967343242675
0.0,75.0,634.7949073375868,116.46324246861487
0.0,74.0,634.8851196436539,119.46169929605934
0.0,73.0,634.9909041049879,122.40494027452239
0.0,72.0,635.1041285445448,125.350714147799
0.0,71.0,635.1380504279981,128.37221245148066
