vdiffx,vdiffy,cx_ud_px,cy_ud_px,x_mm,y_mm,theta_x_deg,theta_y_deg
0.0,-170.0,352.8767104946041,153.75974078140482,0.11985965818166733,0.0734642744064331,0.034337258627612756,0.021045963395855738
0.0,-169.0,352.7727407327644,153.74113656553692,0.1198083683848381,0.07345742732286453,0.03432256518843578,0.02104400185116811
0.0,-168.0,352.8887896744866,153.96731336418,0.11986628919839859,0.07356233894824982,0.034339158273293355,0.021074056813890078
0.0,-167.0,353.09948737421684,154.18758306436303,0.11997082829475403,0.07366267591714859,0.034369106507603005,0.02110280123423125
0.0,-166.0,352.78896869193863,154.7003410887108,0.11981946974992752,0.07391131669282913,0.0343257454941267,0.021174031559842633
0.0,-165.0,352.8398524189969,155.03170772303596,0.11984561383724213,0.07406727224588394,0.034333235220749665,0.02121870952863633
0.0,-164.0,353.08446223879776,155.31884495146164,0.11996709555387497,0.07419869303703308,0.03436803715649584,0.021256358806829183
0.0,-163.0,353.12329029434295,155.65461210198052,0.11998731642961502,0.07435698807239532,0.034373830008601024,0.021301706987794964
0.0,-162.0,353.26303983568454,155.95205664558674,0.12005715817213058,0.07449527829885483,0.03439383818679532,0.021341324213928908
0.0,-161.0,353.0094456738814,156.55616127813462,0.11993413418531418,0.07478605955839157,0.034358594423364884,0.021424626896991202
0.0,-160.0,353.12111549619715,156.84022895376492,0.11999008804559708,0.07491853833198547,0.03437462401780625,0.021462579264685148
0.0,-159.0,353.5385551552916,156.97952974393925,0.12019631266593933,0.07497688382863998,0.034433702998391255,0.021479294015897404
0.0,-158.0,353.62206460270295,157.10677657433143,0.12023790925741196,0.07503563910722733,0.03444561953975332,0.02149612616096584
0.0,-157.0,353.21398747390396,157.86616462869074,0.1200391873717308,0.07540276646614075,0.03438868993356328,0.02160130038713672
0.0,-156.0,353.43390862944165,158.23370558375635,0.12014879286289215,0.07557288557291031,0.03442008958251671,0.021650035914355995
0.0,-155.0,353.1281273892067,158.79852890775356,0.11999988555908203,0.07584592700004578,0.03437743079765795,0.021728256510182595
0.0,-154.0,353.30129649760056,159.1171620224302,0.12008628249168396,0.07599375396966934,0.03440218168674606,0.021770605811368443
0.0,-153.0,353.479731344076,159.32520109373755,0.12017492949962616,0.07608912140130997,0.034427577174691526,0.02179792656409907
0.0,-152.0,353.36774228072994,159.88521432011558,0.120121531188488,0.07635640352964401,0.034412279690905524,0.02187449724244142
0.0,-151.0,353.56397401687286,160.18252877280935,0.12021924555301666,0.0764937773346901,0.034440272784225845,0.021913851932918817
0.0,-150.0,353.23390311103975,160.7944787737742,0.12005850672721863,0.0767894983291626,0.034394224519231034,0.02199856974496155
0.0,-149.0,353.3930191231467,161.0436570034215,0.12013774365186691,0.07690474390983582,0.034416924217865484,0.022031585166987798
0.0,-148.0,353.51258605286665,161.34045404382783,0.12019766122102737,0.07704326510429382,0.03443408933082665,0.02207126856018747
0.0,-147.0,353.3864778318711,161.94837416365104,0.12013746052980423,0.0773334726691246,0.034416843109398354,0.022154406891041773
0.0,-146.0,353.4690123743832,162.26629466015655,0.1201791986823082,0.0774826630949974,0.034428800204998194,0.02219714679337068
0.0,-145.0,353.1644349084893,162.85523730741392,0.12003093212842941,0.07776693254709244,0.03438632498141504,0.022278583980350656
0.0,-144.0,353.36766861227534,163.14283510323725,0.12013206630945206,0.07789969444274902,0.03441529777965621,0.022316617456096855
0.0,-143.0,353.53290694757965,163.51487333834964,0.12021474540233612,0.07807314395904541,0.0344389835864858,0.022366307074753535
0.0,-142.0,353.34862498763476,164.07708477594224,0.12012571096420288,0.07834265381097794,0.03441347710801243,0.022443515948212017
0.0,-141.0,353.5591293290448,164.28374099284414,0.12023018300533295,0.07843700051307678,0.03444340613237536,0.022470544283266024
0.0,-140.0,353.2926829268293,164.91778006166496,0.12010085582733154,0.07874190807342529,0.034406356638370904,0.02255789385152657
0.0,-139.0,353.43653788856886,165.29019763630947,0.12017298489809036,0.07891595363616943,0.03442702008758848,0.022607754224721853
0.0,-138.0,353.6188866847893,165.5762006220459,0.12026384472846985,0.07904843240976334,0.034453049502223845,0.022645706591813003
0.0,-137.0,353.4355291076263,166.12725898105018,0.12017520517110825,0.07931260019540787,0.03442765614872529,0.02272138507595497
0.0,-136.0,353.5077586411125,166.45682405060293,0.1202118918299675,0.07946757227182388,0.03443816609851485,0.022765781298564557
0.0,-135.0,353.68377842785696,166.7870623761442,0.12029977887868881,0.07962116599082947,0.03446334387424012,0.022809782650897996
