vdiffx,vdiffy,cx_ud_px,cy_ud_px,x_mm,y_mm,theta_x_deg,theta_y_deg
-170.0,0.0,250.24740547040076,249.33046543934813,0.07146751880645752,0.11890006810426712,0.02047393512796931,0.03406235641806954
-169.0,0.0,250.18065518611118,249.37465242890858,0.07143717259168625,0.11892031133174896,0.020465241578925965,0.03406815567351172
-168.0,0.0,251.22584647074657,248.8996172887188,0.07191294431686401,0.11870230734348297,0.020601540120742407,0.03400570215332847
-167.0,0.0,251.5355676293966,248.89306262510723,0.07205430418252945,0.11869900673627853,0.020642036733972264,0.03400475659934831
-166.0,0.0,251.67427042470692,248.9020997256298,0.0721176415681839,0.11870300024747849,0.020660181556032036,0.03400590065563129
-165.0,0.0,252.30831526805872,248.91000685170002,0.07240720093250275,0.11870598793029785,0.020743134192672652,0.03400675656341016
-164.0,0.0,252.13571615041485,249.3524624587131,0.07232934981584549,0.11890839785337448,0.02072083149351852,0.03406474271456736
-163.0,0.0,252.26331768932152,249.28926357262878,0.07238748669624329,0.11887939274311066,0.020737486480742744,0.034056433365491696
-162.0,0.0,252.94160068528038,249.4035629948604,0.07269763201475143,0.11893102526664734,0.020826336557984847,0.034071224988684735
-161.0,0.0,253.54593723763927,248.99336298246013,0.07297294586896896,0.11874288320541382,0.02090520815696525,0.03401732627742612
-160.0,0.0,253.38752557392985,249.4536617346189,0.07290155440568924,0.11895353347063065,0.020884756011989348,0.03407767311186747
-159.0,0.0,253.99668074834037,249.3806578153289,0.07317992299795151,0.11891960352659225,0.02096450272878135,0.03406795290234242
-158.0,0.0,254.28902240130475,249.3348083657121,0.07331353425979614,0.11889836192131042,0.02100277953064297,0.034061867632829805
-157.0,0.0,254.54240833941017,249.33136483724044,0.07342945039272308,0.11889655143022537,0.021035987052144708,0.034061348965523014
-156.0,0.0,255.16403715024688,249.36831648248295,0.07371402531862259,0.11891289055347443,0.02111751175215922,0.034066029777884116
-155.0,0.0,255.5089854665778,249.33525085645468,0.07387187331914902,0.118897445499897,0.021162731867176893,0.03406160509752637
-154.0,0.0,255.7287872288626,249.3945998585622,0.0739726573228836,0.11892440170049667,0.021191604353514665,0.03406932747742689
-153.0,0.0,256.3807854469658,249.31952010990574,0.07427115738391876,0.11888944357633591,0.021277118310177742,0.03405931271609629
-152.0,0.0,256.562733189244,249.29088735676595,0.07435446232557297,0.11887616664171219,0.021300983414729777,0.034055509155846146
-151.0,0.0,257.24239622246057,249.1679057094599,0.07466571033000946,0.1188192144036293,0.021390149387534474,0.034039193547227634
-150.0,0.0,257.5378670212105,248.88193193255384,0.07480054348707199,0.1186879500746727,0.021428776236331697,0.034001589100236325
-149.0,0.0,258.4265701145414,248.9111587501402,0.07520828396081924,0.11870045959949493,0.021545585261315364,0.034005172813854255
