iteration,vdiffx,vdiffy,cx_raw,cy_raw,next_vdiffx,next_vdiffy
37,0.0,0.0,648.4297562678443,360.4574710009894,-10.0,-10.0
38,10.0,-10.0,684.8713489231927,391.7002342302621,10.0,10.0
39,10.0,10.0,689.8572267347698,331.30642697250136,-10.0,10.0
40,-10.0,10.0,611.9811029379475,329.4980164185478,-10.0,-10.0
41,10.0,10.0,689.7988432947174,331.2956254858031,-10.0,10.0
42,0.0,0.0,648.3966170495138,360.4933813498057,-10.0,-10.0
43,-10.0,-10.0,606.9362183219322,389.0868831879549,10.0,-10.0
44,10.0,-10.0,684.8879599409556,391.72579139386977,-10.0,10.0
45,-10.0,-10.0,606.8961012203569,389.16880852815797,-10.0,10.0
46,-10.0,10.0,611.966084834758,329.5345043210675,10.0,-10.0
47,10.0,10.0,689.7748473826482,331.2942397025706,0.0,0.0
48,-10.0,-10.0,606.9546521846047,389.05399426454477,10.0,10.0
49,10.0,10.0,689.9205718816016,331.3742275533752,-10.0,-10.0
50,0.0,0.0,648.3873943594182,360.430295799921,-10.0,10.0
51,-10.0,-10.0,606.924559991316,389.12074583846197,-10.0,10.0
52,-10.0,10.0,611.9333083894859,329.56088524573164,10.0,-10.0
53,-10.0,-10.0,606.9811648150912,389.1712776211116,0.0,0.0
54,10.0,10.0,689.7995630922454,331.30393103099453,-10.0,10.0
55,-10.0,10.0,611.9519390650902,329.6305817020651,10.0,-10.0
56,10.0,10.0,689.7385129906555,331.3363141355204,-10.0,10.0
57,-10.0,10.0,612.0004694968708,329.5494889884593,10.0,10.0
58,10.0,10.0,689.8978689294776,331.26057369989775,10.0,-10.0
59,10.0,-10.0,684.8214377494342,391.7692704150648,-10.0,10.0
60,0.0,0.0,648.3648100674023,360.4907762392474,-10.0,-10.0
61,-10.0,10.0,611.9342989491762,329.5965125526316,-10.0,-10.0
62,0.0,0.0,648.4753029632733,360.4301773366389,10.0,-10.0
63,-10.0,-10.0,606.9283861513009,389.0765467506726,0.0,0.0
64,0.0,0.0,648.3725440187392,360.4359973801061,-10.0,10.0
65,10.0,-10.0,684.8911066496471,391.66967523788185,0.0,0.0
66,10.0,10.0,689.8218756925804,331.2772141646722,-10.0,10.0
67,10.0,-10.0,684.9001563196222,391.71215368433786,-10.0,10.0
68,0.0,0.0,648.4956456070096,360.4965376685257,-10.0,-10.0
69,10.0,10.0,689.8498343887253,331.2613686162564,0.0,0.0
70,-10.0,-10.0,606.9585922931007,389.1799021802378,10.0,10.0
71,10.0,-10.0,684.8714702923511,391.70560210089633,10.0,10.0
72,0.0,0.0,648.4393801938676,360.45767032691157,10.0,10.0
73,10.0,-10.0,684.9351687609218,391.6797360415667,10.0,10.0
74,10.0,10.0,689.8713871925632,331.3002468153413,0.0,0.0
75,0.0,0.0,648.4659540200815,360.5775622405159,-10.0,-10.0
76,10.0,10.0,689.8110751784452,331.362237003889,-10.0,-10.0
77,-10.0,-10.0,606.8854370247589,389.19045374370376,10.0,-10.0
78,10.0,10.0,689.8726994899157,331.342973264983,0.0,0.0
79,10.0,-10.0,684.9990821109624,391.6930724197116,-10.0,10.0
80,10.0,10.0,689.9205611992065,331.2641139716847,-10.0,-10.0
81,-10.0,-10.0,606.9960094032482,389.13896772405207,0.0,0.0
82,10.0,10.0,689.8832828829146,331.2569848105758,10.0,-10.0
83,10.0,-10.0,684.9344603357798,391.6954777620264,0.0,0.0
84,10.0,10.0,689.8273005069644,331.27185439982037,-10.0,-10.0
85,10.0,-10.0,684.994912782386,391.68799142492816,-10.0,-10.0
86,-10.0,-10.0,606.9558498997761,389.0511727075773,10.0,10.0
87,0.0,0.0,648.5148907281344,360.5253423965591,10.0,10.0
88,10.0,10.0,689.6875126022466,331.2965736433526,0.0,0.0
89,-10.0,10.0,611.9650188419365,329.6839392561889,0.0,0.0
90,0.0,0.0,648.4153739338639,360.44198452515656,10.0,-10.0
91,10.0,10.0,689.7769157231647,331.3779497427198,10.0,-10.0
92,-10.0,10.0,611.9852072570305,329.6499317057774,0.0,0.0
93,10.0,10.0,689.8802771240631,331.33768974122205,-10.0,-10.0
94,10.0,-10.0,684.9363114168727,391.6973387406993,-10.0,10.0
95,0.0,0.0,648.5111967955903,360.59478924641354,10.0,-10.0
96,10.0,-10.0,684.8251370941867,391.73706072903434,10.0,10.0
97,-10.0,10.0,612.0012213686683,329.5156576987704,10.0,-10.0
98,10.0,10.0,689.8509979178021,331.342352463583,0.0,0.0
99,0.0,0.0,648.5007286470335,360.5101869748716,10.0,-10.0
