vdiffx,vdiffy,cx_raw,cy_raw
-120.0,-120.0,92.47839473024737,694.546862134393
-110.0,-120.0,92.36984192341431,694.5891440949533
-100.0,-120.0,125.36610046982291,695.5971268521864
-90.0,-120.0,160.71370731349845,696.6341968342372
-80.0,-120.0,198.1194763291116,697.8836389934542
-70.0,-120.0,237.60524486690588,699.1079593485244
-60.0,-120.0,279.6477908197347,700.3975570187995
-50.0,-120.0,324.1327015136539,701.7016105587534
-40.0,-120.0,370.6245690256492,703.1462024433505
-30.0,-120.0,418.01744304936403,704.5078524395731
-20.0,-120.0,465.35558137078885,705.8842961241947
-10.0,-120.0,511.6943381372056,707.2218383012225
0.0,-120.0,557.2576095871685,708.6000637929463
10.0,-120.0,602.2546135265701,709.7022463768116
20.0,-120.0,647.4219859105885,710.5589424905579
30.0,-120.0,692.7511338563373,711.1557979897034
40.0,-120.0,739.0320327641058,711.703952901598
50.0,-120.0,786.1483054718187,711.9499862976157
60.0,-120.0,832.8507188923733,712.1178036802556
70.0,-120.0,878.2810553034382,712.0686101069149
80.0,-120.0,921.4368158248511,712.1341463414634
90.0,-120.0,962.0096315916205,712.2322417529497
100.0,-120.0,999.7945291620814,711.8347744065399
110.0,-120.0,1036.3032835820895,711.5257711442786
120.0,-120.0,1071.0698436712053,710.7420574886536
-120.0,-110.0,1104.3545482769327,710.0245265445513
-110.0,-110.0,94.47994380049174,672.9421671935371
-100.0,-110.0,127.63005904072205,673.9588677024062
-90.0,-110.0,162.82576995600252,675.1334111520158
-80.0,-110.0,200.0844863541572,676.2534046604407
-70.0,-110.0,239.49667628474378,677.6474852989518
-60.0,-110.0,281.25141860251586,678.9623175098706
-50.0,-110.0,325.5101176994765,680.3774366019381
-40.0,-110.0,371.83410687990454,681.968890380063
-30.0,-110.0,419.0034436292858,683.6501534660878
-20.0,-110.0,466.0311719058267,685.2505589898724
-10.0,-110.0,512.2544286438863,686.9402250483722
0.0,-110.0,557.6368580967028,688.5352038711129
10.0,-110.0,602.4775602635125,690.1528110495583
20.0,-110.0,647.3006840970855,691.8095773591979
30.0,-110.0,692.5298999267757,693.5941871162764
40.0,-110.0,738.597026050013,695.3691722878546
50.0,-110.0,785.3630243591426,697.0887542895719
60.0,-110.0,832.1118407435979,698.865241688148
70.0,-110.0,877.7687762283822,700.505824347466
80.0,-110.0,921.0228182848508,702.1945598791084
90.0,-110.0,961.8336669526261,703.6117815270231
100.0,-110.0,1000.0736803234082,704.9186426183627
110.0,-110.0,1036.029207314665,706.0774319680872
120.0,-110.0,1070.0598206187644,707.2229366119117
-120.0,-100.0,1102.1738348661775,708.2921153249974
-110.0,-100.0,96.60422864989525,649.5432459553192
-100.0,-100.0,129.6750138030527,650.5016474611289
-90.0,-100.0,164.94468950865127,651.5689130552205
-80.0,-100.0,202.21515151515152,652.6682271819997
-70.0,-100.0,241.57114353182374,653.7585531494261
-60.0,-100.0,283.41478636581854,655.0710144392333
-50.0,-100.0,327.56437596531384,656.5234001377025
-40.0,-100.0,373.8352589827345,657.9572001866542
-30.0,-100.0,421.06339147178136,659.4627334417587
-20.0,-100.0,468.15396575624743,661.0969240567981
-10.0,-100.0,514.2689141659807,662.6506024096385
0.0,-100.0,559.6720922852929,664.2530939092453
10.0,-100.0,604.4071712703075,665.8917060113758
20.0,-100.0,649.2572799223475,667.5126745314717
30.0,-100.0,694.5423411048411,669.2525245025245
40.0,-100.0,740.443786220219,670.978088492319
50.0,-100.0,787.1316234291173,672.7998272947748
60.0,-100.0,833.6846411170097,674.601792596902
70.0,-100.0,879.1957764512813,676.5188003823196
80.0,-100.0,922.1952805848205,678.1852110657206
90.0,-100.0,962.7704022073649,679.935370900987
100.0,-100.0,1000.7346668062974,681.4710964498901
110.0,-100.0,1036.4095792611076,682.944253829625
120.0,-100.0,1070.2246071949858,684.3865544775479
-120.0,-90.0,1102.100875852938,685.8336897851104
-110.0,-90.0,98.29886397766823,624.8042260737443
-100.0,-90.0,131.46711136477137,625.6580045658843
-90.0,-90.0,166.99935190019264,626.5923812267089
-80.0,-90.0,204.2862815491732,627.6660139251524
-70.0,-90.0,243.69842606149342,628.8428989751098
-60.0,-90.0,285.27015545579343,629.9875153044188
-50.0,-90.0,329.54941323532154,631.3440549263979
-40.0,-90.0,375.89305816135084,632.7132457786116
-30.0,-90.0,422.9867593078133,634.0962057082927
-20.0,-90.0,469.9218867498872,635.5770416604
-10.0,-90.0,516.4083921583313,637.0751025146517
0.0,-90.0,561.6443438239514,638.5685616859523
10.0,-90.0,606.4476565429321,640.0188038995126
20.0,-90.0,651.0918824143848,641.5792732970231
30.0,-90.0,696.3894811128032,643.2031534375812
40.0,-90.0,742.3769412372275,644.8960861706445
50.0,-90.0,789.057935431859,646.502858294551
60.0,-90.0,835.689492325856,648.2783580056307
70.0,-90.0,881.0736663538584,649.8898433552299
80.0,-90.0,923.9453847808936,651.594886322886
90.0,-90.0,964.4669941827469,653.2646318104427
100.0,-90.0,1002.5207060302384,654.6260693459967
110.0,-90.0,1038.2132947676532,656.229714048184
120.0,-90.0,1072.0173635536948,657.6012044678552
-120.0,-80.0,1103.9973317471108,658.7975526852481
-110.0,-80.0,100.32760792803023,598.5413879376121
-100.0,-80.0,133.82865535832633,599.4137097207545
-90.0,-80.0,169.1008802976677,600.2553770759597
-80.0,-80.0,206.2202763466895,601.1830478236333
-70.0,-80.0,245.6176594690785,602.2915298391091
-60.0,-80.0,287.29251232443494,603.2991721700307
-50.0,-80.0,331.42676682737226,604.533056770191
-40.0,-80.0,377.7065489996417,605.7004205087591
-30.0,-80.0,425.0363520288413,607.1352310494395
-20.0,-80.0,472.1130740059325,608.5879923403297
-10.0,-80.0,518.0844501249929,609.9641185647426
0.0,-80.0,563.4694132800687,611.3621497507887
10.0,-80.0,608.2606852768182,612.733096816357
20.0,-80.0,653.1205815759436,614.1232761362999
30.0,-80.0,698.3109217112976,615.6167631241044
40.0,-80.0,744.1894523326572,617.1690945970865
50.0,-80.0,790.7466896843033,618.7082330903014
60.0,-80.0,837.4234866341428,620.2795227393156
70.0,-80.0,882.8056445627184,621.9280580749108
80.0,-80.0,925.8326203304276,623.4850090393255
90.0,-80.0,966.3348153396511,624.9705960499513
100.0,-80.0,1004.24248979879,626.2950436189672
110.0,-80.0,1040.156828362096,627.7301468801
120.0,-80.0,1073.9170988014698,628.9959820048765
-120.0,-70.0,1105.7944332035433,630.1825106694098
-110.0,-70.0,102.26853447510082,570.3849023753264
