iteration,vdiffx,vdiffy,cx_raw,cy_raw,next_vdiffx,next_vdiffy
90,-70.0,-70.0,287.5776464627517,574.924107784904,70.0,-70.0
91,0.0,0.0,616.3918806577007,357.3500522766328,-70.0,70.0
92,-70.0,-70.0,287.4312759398716,574.9236823553277,0.0,0.0
93,-70.0,70.0,291.39376233107066,134.9155856361335,-70.0,-70.0
94,70.0,-70.0,925.8435552200821,593.3396741994992,-70.0,70.0
95,-70.0,-70.0,287.4485904414743,574.8892376456326,70.0,-70.0
96,-70.0,70.0,291.42615821346607,134.93996427504968,70.0,70.0
97,0.0,0.0,616.3999869051868,357.3647775916884,70.0,70.0
98,70.0,70.0,930.8540690218347,127.38618734076182,70.0,-70.0
99,-70.0,-70.0,287.46010989723555,574.9198625000118,70.0,-70.0
